age,marital,address,income,ed,employ,jobsat,gender,reside
41,1,16,166,2,19,4,f,2
31,1,10,43,2,10,3,m,2
47,0,17,109,3,19,5,f,1
34,1,9,41,4,3,2,f,3
64,1,16,27,2,29,3,m,4
26,0,1,28,4,1,1,f,4
66,0,33,485,2,46,4,f,1
60,1,9,35,5,2,2,m,2
63,1,12,13,4,8,4,m,2
39,0,18,85,2,13,4,f,3
36,0,12,38,2,7,2,m,1
38,1,7,96,4,12,2,f,2
45,1,13,43,1,14,2,f,2
50,0,4,183,4,22,5,f,1
34,1,13,41,4,9,2,f,2
26,0,5,20,4,2,1,f,1
49,1,24,59,4,2,1,f,2
40,1,12,49,2,1,2,m,5
64,1,45,10,4,19,1,m,2
52,1,13,112,3,2,4,m,3
33,0,5,34,4,6,4,m,3
36,1,4,55,2,6,2,m,3
34,0,0,56,4,8,3,m,2
49,1,12,99,5,7,5,m,3
20,1,0,22,2,0,1,f,4
56,1,22,96,4,20,4,m,2
47,0,5,77,2,10,3,m,1
46,1,21,90,2,23,3,f,3
39,1,20,77,2,14,3,f,2
51,1,23,87,2,28,5,f,5
46,0,6,144,4,7,2,m,1
28,0,1,28,1,6,3,f,1
32,0,0,16,1,4,1,m,1
63,0,13,31,4,31,5,m,1
45,1,15,110,3,11,4,f,4
56,1,26,201,2,33,5,f,2
60,0,4,33,3,14,5,m,1
24,1,1,18,2,2,2,m,5
55,0,0,101,3,16,5,f,1
52,1,17,42,3,7,2,m,2
51,0,29,125,2,25,2,f,1
62,1,28,20,3,5,2,f,3
33,1,12,23,2,8,2,f,5
40,1,0,87,3,13,5,m,5
68,0,22,61,2,24,3,f,1
30,1,0,48,2,10,4,f,4
35,1,2,36,4,3,2,f,4
56,0,16,170,5,22,5,m,1
27,0,3,53,4,1,1,m,1
45,0,22,37,4,9,2,m,1
57,1,4,111,1,24,3,m,3
29,0,1,17,2,0,1,f,5
62,0,32,96,3,22,3,m,1
61,0,14,179,1,41,5,m,1
34,0,4,17,2,0,3,f,1
45,0,3,35,2,9,4,f,1
47,0,16,28,2,5,4,f,1
47,1,15,47,3,18,5,f,2
39,1,8,61,4,1,1,f,4
46,1,20,54,2,3,3,m,2
46,0,6,90,4,16,5,f,1
32,1,1,33,2,13,4,f,2
51,1,25,35,3,8,2,f,5
54,1,35,140,2,31,5,f,4
25,0,2,59,3,0,1,m,3
55,0,11,96,2,22,4,f,1
47,0,4,52,4,2,1,f,1
49,0,22,84,2,17,2,f,1
37,1,2,38,2,9,5,f,4
51,0,10,25,1,10,4,m,1
66,0,29,22,1,4,3,f,1
24,1,0,34,4,0,3,f,3
50,0,0,87,4,19,3,f,1
39,1,4,64,2,20,5,m,2
29,0,10,30,4,6,3,m,1
53,1,1,148,2,24,2,f,4
27,1,3,43,2,5,2,f,2
31,0,0,34,2,6,1,m,2
37,1,4,41,5,4,1,f,2
49,1,28,101,1,22,3,m,2
45,0,19,67,2,16,4,f,1
39,1,3,24,1,5,2,f,6
52,0,24,45,1,11,4,f,1
33,0,4,44,4,6,3,f,1
32,1,2,50,2,8,2,f,4
66,0,9,9,2,13,5,m,1
67,1,42,165,1,36,4,m,2
60,0,30,67,3,15,1,f,1
35,0,8,47,3,9,1,m,1
54,0,33,58,5,2,4,m,1
32,0,6,21,1,1,4,m,1
56,0,4,106,2,8,5,f,1
59,1,16,38,1,8,5,m,2
43,0,9,130,5,10,3,f,1
48,1,1,31,3,0,1,m,2
43,1,4,98,1,18,5,f,3
46,0,18,159,3,16,4,f,1
55,1,11,21,1,6,4,f,2
54,1,5,50,5,1,2,m,2
38,1,2,64,4,3,2,f,4
23,1,1,24,2,4,3,m,4
33,0,3,32,1,16,5,m,1
58,0,1,263,2,27,4,m,1
29,0,0,31,4,0,2,f,2
47,0,3,26,4,2,2,f,1
38,1,0,29,2,3,3,f,4
58,0,37,18,4,23,5,f,1
47,0,12,33,1,1,5,f,1
39,0,10,54,4,11,2,m,1
21,0,2,29,3,0,2,f,1
27,1,1,34,2,5,1,m,4
36,1,17,24,3,6,1,m,6
39,0,9,52,3,6,2,f,1
56,1,8,117,2,26,4,m,2
26,1,1,24,4,1,2,m,4
63,0,37,134,1,34,5,m,1
46,0,7,73,2,12,5,m,3
65,1,27,270,4,24,4,m,2
55,1,9,27,3,2,1,m,2
29,1,6,22,2,6,2,m,5
71,0,27,13,1,14,4,m,1
43,0,8,30,3,1,3,m,1
39,0,12,44,3,14,5,m,1
31,0,0,18,1,2,4,f,1
39,1,20,32,2,1,1,f,4
29,0,2,23,3,8,1,f,1
32,1,5,52,3,7,1,m,4
53,1,4,108,1,33,5,m,2
50,0,8,84,4,17,2,f,1
34,1,10,18,2,1,2,f,2
24,1,1,17,4,0,1,f,3
32,1,6,31,2,7,4,f,5
32,1,9,26,1,1,3,m,2
50,1,17,38,5,6,4,f,2
72,0,29,16,2,23,3,m,1
48,0,29,146,2,18,5,f,2
31,0,1,46,5,5,1,f,2
47,1,17,88,2,3,5,f,3
38,1,18,99,2,14,5,f,3
29,1,8,29,4,0,1,f,4
20,1,0,49,3,0,3,f,5
35,0,4,62,2,17,4,m,3
40,1,8,24,1,6,5,m,4
62,0,31,42,3,9,5,f,1
45,0,10,109,3,11,2,m,1
45,0,19,58,1,13,3,f,1
32,0,12,38,2,8,5,f,1
57,1,4,134,4,17,4,f,2
27,0,7,33,3,3,1,m,3
39,1,11,73,3,9,3,m,2
59,0,16,128,3,21,3,f,1
41,0,18,65,3,17,3,m,1
27,1,5,31,1,2,2,f,3
49,0,20,27,3,0,2,f,1
49,1,27,36,2,2,3,f,2
53,1,34,609,3,31,5,f,2
53,1,29,49,1,15,3,m,2
38,0,15,39,1,9,3,f,1
24,0,2,38,4,0,1,f,3
45,1,21,110,2,26,1,f,4
28,1,6,24,2,8,2,f,4
35,0,1,64,4,3,5,m,1
22,0,2,21,1,0,1,m,2
41,0,4,73,1,13,5,f,1
36,1,1,39,4,1,3,f,2
47,1,3,60,1,28,2,m,5
28,1,3,25,3,1,2,m,2
41,0,1,41,2,1,3,f,1
54,0,30,118,2,21,2,m,1
42,0,6,68,2,18,5,m,2
37,1,3,37,2,8,2,f,2
44,1,2,113,3,16,3,m,5
29,0,10,31,4,1,4,m,2
37,1,14,34,4,7,1,f,3
21,0,2,18,2,1,2,f,1
33,1,12,28,4,2,4,m,2
54,1,23,33,3,15,4,m,3
26,1,1,25,2,3,4,f,4
38,0,14,49,4,3,1,f,1
62,0,33,18,2,22,5,m,1
31,0,12,17,4,4,2,m,4
66,0,8,23,1,41,5,m,1
33,0,8,57,2,8,2,m,1
58,1,13,125,4,17,2,m,2
50,0,5,104,1,28,5,m,1
38,0,5,55,4,0,1,f,1
28,0,8,25,4,4,5,f,1
44,0,24,38,3,0,1,m,5
39,0,20,26,3,2,2,f,1
66,1,29,152,4,27,1,f,3
49,0,3,43,2,9,4,m,2
46,1,2,39,2,10,4,m,3
73,1,14,15,5,31,4,m,2
34,0,15,49,1,11,4,f,1
29,0,8,33,4,1,2,m,1
32,1,13,18,2,0,3,f,3
19,1,0,38,2,0,1,f,4
69,1,48,20,1,7,5,m,2
43,1,16,233,4,19,5,m,2
30,1,6,39,1,5,3,f,4
42,0,1,25,2,4,5,f,1
38,1,16,90,4,5,3,m,2
43,1,8,103,4,14,3,m,4
40,0,15,21,1,0,1,m,1
56,1,4,67,4,12,5,f,2
44,1,17,117,4,12,3,f,2
58,1,31,230,5,26,5,m,3
34,0,12,47,1,17,1,m,1
50,0,26,82,1,22,5,f,1
54,1,29,469,3,31,1,f,3
55,0,5,55,2,12,4,m,1
28,0,5,23,4,0,1,m,2
40,1,0,26,3,3,4,m,3
42,0,20,170,5,6,3,f,1
30,0,0,27,3,2,1,m,1
50,0,21,51,4,15,4,m,2
60,0,25,25,4,9,5,m,2
36,0,1,70,2,11,2,f,1
43,1,20,274,4,19,5,f,3
46,1,22,28,2,4,2,f,3
43,0,19,71,2,19,5,m,1
31,1,11,54,2,11,3,m,6
42,1,2,157,2,22,3,f,7
49,1,29,108,2,15,3,m,4
26,0,0,19,2,0,2,f,4
34,0,6,36,4,1,3,m,3
25,1,2,21,4,1,2,f,2
41,1,17,34,1,0,2,m,4
30,0,9,25,1,0,1,f,1
36,1,12,79,2,15,4,f,3
50,0,31,165,4,18,4,f,1
34,0,10,67,2,1,1,f,1
42,0,20,57,2,23,4,f,1
37,0,17,46,4,2,2,m,1
59,0,11,72,3,30,4,f,1
52,0,12,37,1,9,4,m,1
26,0,2,18,2,0,1,m,3
49,1,29,167,4,15,3,m,2
35,0,9,31,3,9,4,m,1
28,0,1,24,1,9,2,m,1
42,0,9,72,2,22,3,f,2
48,0,19,28,3,5,3,f,1
34,1,5,252,4,9,3,f,3
45,1,8,51,3,13,1,m,2
24,0,4,16,4,0,1,m,3
69,0,49,43,3,26,5,f,1
24,0,2,25,1,7,3,f,3
55,1,30,40,1,6,2,f,4
39,1,18,80,2,13,3,m,2
64,1,3,133,1,33,4,f,6
24,0,4,31,4,0,1,m,1
37,0,6,73,3,1,2,m,1
30,0,11,23,3,8,3,f,1
39,1,9,212,3,10,3,m,5
74,1,19,52,1,20,5,m,2
66,1,2,151,4,20,4,f,2
39,0,9,108,2,16,2,f,2
37,0,14,29,1,7,5,m,1
43,0,21,28,2,0,1,f,1
32,0,3,28,3,11,4,f,1
28,1,3,21,2,2,2,f,5
64,1,34,993,4,38,5,m,2
39,1,9,90,2,12,2,f,5
65,0,38,74,4,11,5,f,1
43,1,18,60,4,12,4,f,6
47,1,10,112,3,11,2,f,2
59,0,30,22,4,7,3,f,1
27,1,6,44,1,6,5,f,4
36,0,13,15,2,4,1,f,1
19,1,0,26,2,0,1,f,4
48,0,2,113,1,21,4,f,1
36,1,0,91,5,0,1,m,4
53,1,26,120,3,20,3,f,2
34,1,3,55,2,8,4,m,6
61,0,38,61,4,12,5,f,1
37,0,1,64,3,16,2,m,3
53,0,2,256,2,29,5,m,1
38,1,10,76,1,21,5,m,3
33,0,12,32,4,0,1,f,1
40,1,8,33,3,0,2,f,3
26,0,2,22,3,4,3,m,5
29,0,2,32,2,7,3,f,3
37,0,7,61,4,12,5,m,1
66,1,46,103,2,39,5,m,2
49,0,10,177,3,27,5,m,1
43,0,23,66,4,7,2,m,1
40,0,18,31,2,1,2,f,1
45,0,0,33,4,6,2,m,1
69,0,20,22,1,25,5,m,1
20,0,1,14,1,0,1,f,1
45,1,23,41,1,3,2,f,4
39,1,11,105,1,17,2,m,4
58,1,17,128,3,20,5,f,2
61,0,26,217,5,30,5,f,1
43,0,0,92,4,17,3,f,1
39,0,2,31,2,5,4,m,2
28,0,5,36,2,8,4,m,1
55,0,2,312,4,1,3,f,4
45,0,13,35,1,6,3,f,1
36,1,16,93,2,15,5,f,3
30,0,7,36,4,2,1,f,3
58,1,18,11,3,29,5,m,2
48,1,28,129,2,27,3,m,3
66,1,15,30,2,18,2,m,2
23,0,1,19,3,0,1,m,1
40,1,18,22,2,1,2,m,5
56,0,15,29,3,3,4,f,1
51,0,13,129,4,20,2,f,1
44,1,14,75,3,8,4,m,4
30,1,11,61,2,10,2,f,2
26,0,2,25,1,6,2,f,3
27,1,4,25,4,0,1,f,4
21,1,1,22,3,0,1,m,6
51,0,17,70,1,15,5,m,1
46,1,14,25,3,1,5,m,2
49,0,0,43,2,12,1,m,2
31,1,9,23,2,0,2,f,3
70,1,34,75,3,32,4,m,2
66,1,41,59,4,3,2,m,2
67,0,47,286,4,35,2,f,1
45,0,25,100,2,9,2,f,1
69,0,34,21,1,1,1,m,1
40,1,1,35,1,5,1,m,4
53,0,11,46,5,7,1,m,1
48,1,23,95,2,21,5,f,2
33,0,12,36,1,14,5,m,1
66,1,45,19,4,20,5,f,2
36,0,15,32,4,0,1,m,1
61,1,4,22,1,1,2,m,5
39,1,12,67,3,9,1,m,3
68,0,35,18,2,3,2,m,1
41,1,12,53,4,9,5,m,5
61,0,23,14,2,13,3,f,1
49,0,23,145,2,27,5,f,2
71,1,23,46,3,7,3,m,2
31,0,4,21,2,3,5,m,1
59,1,37,34,4,0,3,m,2
58,1,28,13,1,22,5,m,2
45,0,10,28,2,7,3,m,2
50,1,24,32,1,8,3,m,4
34,1,2,75,5,6,3,m,2
64,1,29,15,3,22,5,m,2
66,1,26,15,5,28,4,f,2
44,1,5,50,1,16,4,m,4
59,1,18,22,2,1,1,m,2
30,1,3,22,3,0,2,m,4
27,1,6,34,3,1,2,f,3
36,0,1,70,5,7,4,f,1
29,1,9,52,1,10,1,f,4
37,0,17,36,2,12,3,f,1
25,0,4,25,2,0,3,f,2
33,0,5,52,5,0,1,m,1
36,1,17,35,2,9,4,m,3
31,0,1,28,1,14,4,f,3
41,1,5,73,4,13,1,f,2
47,0,20,134,1,26,5,m,1
50,0,24,66,5,21,5,m,1
38,0,9,62,4,8,2,m,5
51,0,21,60,1,22,5,f,3
47,0,26,48,1,12,4,m,1
52,1,23,28,4,8,4,m,2
68,1,20,130,3,25,3,f,2
21,0,0,13,3,0,1,m,2
51,0,2,93,5,13,4,f,3
40,0,4,36,5,3,5,f,1
45,0,6,16,2,2,1,f,3
71,1,15,17,2,24,4,f,2
48,0,12,103,1,27,5,m,1
30,0,2,19,3,2,3,f,2
43,1,9,89,2,22,4,m,2
31,1,10,39,2,0,1,f,4
23,1,1,19,3,0,1,f,4
24,0,2,20,2,5,3,m,1
20,0,0,24,3,0,2,m,1
31,1,9,40,1,15,5,m,4
48,1,21,140,4,6,4,m,5
36,1,8,94,3,14,5,m,2
30,1,7,32,4,0,1,m,4
44,0,19,45,4,7,1,m,1
41,1,21,51,2,12,2,f,4
36,1,16,110,5,6,4,f,6
28,1,9,16,2,4,1,f,3
61,0,4,46,2,5,1,f,1
58,0,38,58,3,15,5,f,1
59,1,22,164,2,31,4,m,2
30,0,0,23,2,3,3,f,2
42,0,4,82,2,17,5,f,1
32,0,0,27,1,1,2,f,1
30,0,1,34,2,6,4,m,1
54,0,8,156,3,16,3,f,1
49,0,12,54,3,20,5,f,1
52,1,32,42,3,13,3,m,2
52,1,26,169,3,12,4,m,2
58,0,13,105,2,28,4,m,1
46,1,1,105,5,2,3,f,4
60,0,23,39,3,1,1,f,1
44,0,19,88,2,12,5,m,1
46,0,14,45,1,15,4,f,1
50,0,8,101,2,18,1,f,1
24,1,4,18,3,2,3,f,3
32,1,11,34,3,1,2,f,2
59,0,37,127,1,40,5,m,1
50,0,6,385,1,23,4,f,2
42,1,18,25,1,5,4,f,2
51,1,25,64,4,21,4,m,2
47,0,28,25,2,11,2,m,2
51,0,14,36,2,6,3,f,1
48,0,20,19,4,7,1,f,1
50,1,24,96,2,14,4,f,2
20,1,1,17,1,3,3,f,3
43,1,20,78,5,4,1,m,4
72,1,6,61,1,41,2,m,2
45,1,24,65,2,2,1,m,2
38,0,13,45,3,17,5,m,2
30,1,11,30,2,3,3,f,4
53,0,12,152,5,5,3,f,1
47,1,11,74,2,20,5,m,3
27,0,0,29,2,6,1,m,2
49,0,2,106,4,16,5,m,1
29,1,7,36,1,11,2,f,5
26,0,4,23,4,1,2,m,1
49,1,8,121,1,21,3,f,4
45,1,17,27,3,1,3,m,3
56,0,33,10,3,20,5,m,1
57,0,17,52,3,8,4,m,1
72,0,47,10,4,1,3,m,1
30,0,1,46,5,3,3,m,2
59,1,35,89,2,8,4,m,2
45,0,0,88,3,2,1,f,1
63,1,33,206,3,34,4,m,5
45,1,13,41,3,0,2,m,2
59,1,36,39,2,10,3,f,3
39,0,4,48,3,1,1,f,1
49,1,23,49,4,5,3,f,5
32,0,1,29,2,10,3,f,1
48,0,3,169,3,17,3,f,1
39,1,0,24,3,1,2,f,6
70,0,33,178,3,27,3,f,1
26,0,2,20,4,1,3,f,1
42,0,16,70,2,9,2,f,1
66,1,15,27,2,5,2,f,2
28,0,7,20,3,0,2,m,3
26,0,5,116,5,0,2,m,2
56,1,22,22,1,5,4,f,2
51,0,26,42,1,6,3,f,1
45,1,16,48,1,17,4,m,3
29,0,8,66,4,6,2,f,1
76,1,56,9,4,5,3,f,2
61,0,13,199,2,15,4,m,1
31,0,7,16,2,0,2,f,2
45,0,10,819,4,11,3,f,3
71,1,50,11,1,3,2,m,2
40,1,13,31,2,0,1,f,5
55,0,31,152,3,24,5,m,4
50,0,28,97,3,11,3,f,1
37,0,2,33,4,1,1,m,2
53,1,30,119,1,31,4,m,3
29,0,10,44,2,9,4,m,1
59,0,37,56,3,4,3,f,1
36,0,2,40,3,4,4,m,1
49,1,7,73,1,16,3,f,2
38,1,6,158,4,10,5,m,6
37,1,11,55,4,12,4,m,2
37,1,9,27,4,4,4,f,2
24,1,4,18,2,3,1,f,4
24,1,5,19,4,0,1,m,2
43,1,18,24,1,2,2,m,2
39,0,4,58,4,15,2,m,1
37,1,4,57,3,14,4,m,5
29,1,5,47,4,6,3,f,4
60,1,39,220,3,35,5,m,2
46,1,15,63,2,14,3,m,2
32,0,7,30,4,3,2,m,1
22,1,1,19,1,3,4,m,4
28,0,6,34,4,0,1,m,1
43,1,6,58,3,21,4,m,2
66,1,46,12,1,6,2,m,3
34,1,12,24,1,8,2,f,4
26,0,0,31,3,3,1,f,3
49,0,26,278,3,19,5,m,3
35,0,3,36,3,11,2,f,2
60,0,10,180,1,36,5,f,1
61,0,24,270,4,22,5,m,1
60,0,12,99,4,11,4,f,1
56,1,37,25,1,3,3,f,2
31,0,10,21,3,7,2,f,2
37,1,2,24,2,9,1,m,2
45,1,22,64,1,13,5,m,5
47,1,12,29,3,9,4,f,2
27,0,2,59,5,0,1,f,4
55,0,35,55,2,29,3,m,1
42,0,7,57,2,18,5,m,1
53,1,13,101,4,16,4,m,5
29,1,10,85,2,8,3,f,4
41,1,9,58,4,5,1,m,2
39,1,9,20,3,9,1,f,2
52,1,23,61,1,16,2,m,2
44,1,2,132,4,4,5,f,2
57,1,24,289,4,30,5,m,2
46,1,1,157,2,25,4,m,3
32,0,6,31,3,8,4,f,2
39,0,10,21,1,2,2,m,4
32,0,0,20,2,1,3,f,4
61,1,35,55,1,15,5,m,2
59,0,22,29,1,6,4,m,1
51,1,30,95,3,5,4,f,2
38,1,8,62,1,19,3,m,4
31,0,12,25,2,1,4,m,1
47,1,26,42,2,9,3,f,3
47,1,21,37,1,15,5,m,3
38,0,19,46,1,11,3,m,1
53,0,12,97,1,32,5,f,1
28,0,1,29,3,3,1,f,1
42,1,16,27,4,8,5,m,2
34,0,9,46,3,11,1,f,1
38,1,18,31,2,0,3,f,5
19,0,0,14,2,0,3,m,1
47,0,14,58,2,20,4,f,4
36,1,7,78,2,7,2,f,3
33,1,8,33,1,4,4,f,3
42,0,4,139,3,10,5,m,2
42,1,2,72,2,22,5,f,2
55,1,13,79,1,17,5,m,4
40,1,19,18,3,8,1,m,4
56,0,5,16,3,15,5,m,3
52,1,24,293,1,35,5,m,2
25,0,1,25,4,0,1,m,1
34,1,5,37,4,7,3,m,2
49,1,6,53,1,4,3,f,2
41,1,22,55,2,3,4,f,4
51,1,1,43,1,12,2,m,2
39,1,20,44,2,8,5,f,4
61,1,28,14,5,31,4,m,4
61,0,18,10,1,5,3,f,1
22,0,3,18,3,0,1,m,2
70,1,34,55,4,24,5,m,2
23,0,2,20,3,0,2,f,2
57,1,12,152,2,24,4,f,2
35,1,14,55,4,9,3,f,4
50,0,22,58,3,4,3,m,1
63,1,25,148,2,35,5,f,2
30,1,2,18,1,6,2,m,5
35,1,10,194,4,9,3,m,2
24,0,0,22,2,2,3,m,1
19,0,0,13,2,0,1,m,1
41,1,17,457,3,17,5,f,2
55,0,2,87,1,29,4,f,1
42,0,21,215,4,18,5,m,1
27,1,1,40,3,4,3,f,2
35,0,1,65,2,14,5,f,3
47,1,10,197,3,25,4,m,3
56,1,29,31,1,6,4,f,2
48,0,6,32,4,11,3,m,1
59,1,19,50,4,15,3,f,2
50,0,13,180,3,23,5,f,1
25,1,3,18,3,0,1,f,4
44,0,22,27,3,1,1,f,1
57,1,4,309,2,23,3,f,2
45,1,23,45,3,10,3,f,2
52,0,5,42,1,8,4,f,1
21,1,1,25,1,5,2,f,6
58,0,2,50,1,9,2,f,1
71,0,15,36,2,29,5,f,1
40,1,18,55,2,7,5,f,5
33,0,11,99,2,13,3,m,2
34,0,3,126,3,8,5,m,1
73,1,0,27,1,14,3,m,2
42,0,0,33,4,3,3,m,1
34,1,4,28,2,5,5,m,4
50,1,0,69,4,4,3,f,2
37,1,3,32,3,2,5,f,2
31,0,9,17,3,2,4,m,1
45,1,14,104,3,10,5,f,3
25,1,4,30,2,4,4,f,6
63,0,39,9,4,16,3,f,2
32,0,4,34,3,11,2,f,1
48,1,20,166,1,20,2,f,4
37,1,7,76,3,14,5,m,2
70,0,26,49,4,19,2,f,1
37,1,1,29,1,3,3,f,4
32,1,2,21,5,0,1,m,6
45,1,3,46,2,5,4,f,2
50,1,10,76,1,27,5,f,2
37,0,11,33,4,3,2,m,1
48,1,21,84,3,11,2,f,2
50,0,29,356,2,28,5,m,1
50,1,26,65,2,16,4,f,4
52,0,2,97,1,33,5,m,1
66,1,25,34,3,29,5,f,2
23,0,2,23,2,3,4,m,3
45,0,13,28,1,13,3,m,1
19,1,0,15,2,0,1,m,7
45,0,18,140,2,23,3,f,1
31,0,4,128,4,8,4,m,1
31,1,2,48,4,5,2,m,3
54,0,18,45,5,3,2,f,1
46,1,24,182,3,24,4,m,3
37,1,9,14,1,1,2,m,2
51,0,8,171,4,25,4,m,2
29,0,2,35,2,2,1,f,4
51,0,14,57,1,23,3,f,1
46,0,18,114,1,19,4,m,1
53,1,7,150,1,30,3,f,2
41,0,6,110,4,15,2,f,5
25,0,1,25,2,3,3,f,5
62,1,29,10,3,5,5,f,2
51,0,17,63,3,9,3,m,1
33,0,13,41,2,12,2,m,1
38,1,14,42,2,17,3,m,5
33,1,4,22,2,1,4,f,4
58,0,0,138,1,36,2,m,1
66,0,20,14,3,25,2,f,1
47,0,2,161,2,16,5,f,4
32,0,2,28,4,4,2,m,1
45,0,26,123,2,24,3,m,1
26,0,0,43,2,4,2,f,3
54,0,28,27,2,11,4,m,1
39,0,3,27,2,1,2,m,1
76,1,35,18,1,24,4,m,2
35,0,9,44,2,7,2,f,1
41,0,22,28,4,9,2,m,1
51,1,8,50,2,3,2,m,4
52,1,20,112,1,17,5,f,3
35,0,13,63,3,8,4,m,2
36,1,6,53,4,2,5,f,3
37,0,13,64,4,5,5,m,2
29,0,6,28,5,0,1,f,1
34,1,9,49,2,12,4,f,6
71,0,50,174,4,32,3,m,1
61,1,20,200,1,32,5,m,2
63,1,14,10,1,1,4,f,2
55,0,0,159,3,24,1,m,1
46,1,22,92,4,20,4,m,4
41,0,11,79,3,8,4,m,2
29,0,10,35,4,5,5,m,1
39,1,10,40,2,7,2,f,3
40,0,14,36,1,6,2,m,2
52,1,8,88,3,13,4,f,2
56,0,28,19,3,5,1,f,1
47,0,21,74,3,26,3,f,1
36,0,13,85,5,9,4,f,1
54,1,10,118,3,31,1,m,5
33,0,0,36,2,5,3,f,1
42,1,10,46,4,0,3,m,4
58,1,9,221,2,33,3,f,2
28,0,8,29,3,3,1,m,1
33,0,2,180,5,1,3,f,1
28,0,3,24,2,0,2,f,4
45,1,22,69,2,21,3,f,3
28,0,5,28,1,12,5,m,1
21,0,1,22,3,0,1,f,2
40,0,6,49,4,13,1,m,2
52,1,12,188,2,33,5,m,2
64,0,36,41,2,0,1,f,1
21,0,0,26,3,0,1,m,3
42,0,11,150,2,15,4,m,1
28,0,4,16,4,2,2,f,2
50,1,7,106,1,32,5,m,4
34,1,1,19,1,3,1,f,6
26,0,6,25,3,3,3,f,1
38,1,18,28,1,5,3,m,2
23,1,4,22,3,0,1,f,3
42,0,13,69,4,1,3,f,1
69,0,46,148,2,32,4,m,1
40,0,19,280,4,14,4,f,1
34,1,15,28,1,10,3,f,4
58,1,0,97,1,33,5,f,4
55,0,3,320,2,33,5,m,2
54,0,12,51,5,14,3,m,1
39,1,0,37,2,17,5,f,2
69,0,21,102,4,16,4,f,1
37,0,16,30,1,0,2,f,1
29,1,9,21,2,7,2,f,2
28,1,7,102,4,1,1,f,4
59,0,38,92,3,26,5,m,1
35,1,11,29,2,10,1,m,4
26,1,3,15,2,2,3,m,2
27,1,2,18,4,2,2,f,3
31,0,12,19,2,2,2,f,1
45,1,17,54,3,6,1,m,2
40,0,10,52,1,17,5,m,6
40,0,3,25,2,0,1,m,1
37,0,10,20,2,0,1,m,1
37,1,15,38,5,0,1,f,2
49,1,28,64,3,8,3,m,2
38,0,19,19,4,0,1,m,1
30,1,9,15,2,0,1,f,4
45,1,12,84,2,18,5,f,2
36,1,3,58,4,3,5,m,2
53,0,11,30,2,7,5,f,1
61,0,28,50,1,7,2,m,1
41,1,7,22,5,1,1,m,2
39,1,16,31,1,4,2,f,4
34,1,12,66,2,0,3,m,4
33,0,12,33,2,2,4,f,1
31,0,6,22,2,7,1,f,1
57,1,29,18,1,20,3,m,4
39,0,3,40,2,6,2,f,1
25,1,2,92,3,4,2,f,6
56,0,21,162,3,31,4,m,2
38,1,17,45,3,13,3,f,4
61,0,19,88,2,31,3,m,1
46,1,26,48,1,12,4,f,2
41,1,0,27,3,10,5,m,2
49,0,8,189,4,25,5,m,1
45,1,1,34,1,7,5,m,2
31,0,9,32,4,5,1,f,3
61,1,11,209,2,40,3,f,3
33,1,6,25,4,4,2,m,2
22,0,2,21,3,0,1,m,2
64,0,8,20,3,21,5,m,1
54,0,32,150,4,27,5,f,3
39,1,3,25,1,1,1,f,2
37,1,13,65,3,11,4,f,6
46,1,3,55,2,6,5,f,4
62,1,14,161,2,35,5,m,2
33,0,7,24,3,4,1,m,1
29,0,8,28,4,0,1,f,1
27,0,0,35,4,2,1,f,1
40,1,0,96,2,16,3,m,3
35,0,1,350,4,10,4,f,1
38,1,6,58,3,2,1,f,2
40,1,18,56,3,8,4,f,2
20,1,0,37,3,0,2,m,6
44,0,21,21,1,3,3,m,1
59,1,4,115,4,21,4,f,4
60,0,9,244,1,44,4,m,1
35,0,10,83,3,13,5,f,1
62,1,5,260,4,21,5,f,2
32,0,12,20,2,6,5,m,1
26,0,6,17,1,5,2,m,4
57,1,22,18,2,15,5,m,2
52,0,22,92,2,28,5,f,2
42,1,16,126,3,18,4,m,2
24,0,3,44,3,2,1,m,1
28,1,7,41,1,8,4,m,4
46,0,21,25,2,13,1,f,1
30,1,7,15,2,2,2,f,4
36,0,7,97,4,10,3,m,2
55,1,30,325,1,33,4,f,2
59,1,7,106,2,10,3,f,4
28,1,8,58,4,1,2,m,5
48,1,19,87,5,0,1,f,4
38,0,18,39,4,7,1,m,2
42,1,23,28,4,5,3,f,3
37,1,17,67,2,4,2,m,3
56,0,26,174,3,26,5,m,1
42,0,3,28,2,5,3,f,1
48,1,22,64,3,1,1,m,2
64,1,23,104,2,19,4,m,2
25,0,2,26,1,7,2,f,1
38,0,16,67,4,9,5,f,1
50,1,31,38,4,10,4,f,4
40,0,5,259,2,16,5,f,1
38,0,9,49,3,7,2,m,1
25,0,2,38,4,0,1,m,3
39,0,14,24,1,9,1,m,1
57,0,25,287,2,32,5,m,4
48,1,28,61,1,14,5,m,4
33,0,8,22,4,5,5,f,1
53,0,11,74,1,22,5,f,3
53,1,3,85,3,9,5,m,2
53,1,22,194,4,11,1,f,5
52,0,5,122,1,28,5,m,1
46,0,19,45,2,10,1,m,1
34,1,15,31,2,14,2,m,2
39,1,1,33,4,10,2,f,3
55,0,6,23,1,2,1,m,1
39,1,14,67,2,10,4,f,6
28,1,7,22,2,8,3,f,6
66,0,47,109,3,13,5,m,3
21,1,2,34,3,0,1,m,4
26,1,1,27,1,4,2,f,3
45,1,16,61,4,18,3,f,2
35,1,0,22,1,3,1,f,4
52,0,6,52,1,8,5,f,1
